true_label,edge_pred,final_pred,confidence,top2_margin,route,threshold_used,raw_threshold_used,transmitted_bytes,used_cloud,priority_weight,false_positive_cost,embedding_l2,embedding_dim
engine_idling,engine_idling,engine_idling,0.4271899,0.24154018,embedding,0.55,0.4,256,True,0.7,0.7,21.665314,128
engine_idling,engine_idling,engine_idling,0.46753025,0.29241002,embedding,0.55,0.4,256,True,0.7,0.7,21.65462,128
engine_idling,engine_idling,engine_idling,0.39444318,0.13507593,raw_audio,0.55,0.4,128000,True,0.7,0.7,23.56091,128
engine_idling,engine_idling,engine_idling,0.40033698,0.14646214,embedding,0.55,0.4,256,True,0.7,0.7,21.729748,128
engine_idling,engine_idling,engine_idling,0.48460367,0.29425085,embedding,0.55,0.4,256,True,0.7,0.7,21.393805,128
engine_idling,engine_idling,engine_idling,0.5052809,0.3152075,embedding,0.55,0.4,256,True,0.7,0.7,21.502241,128
engine_idling,engine_idling,engine_idling,0.4098896,0.14274177,embedding,0.55,0.4,256,True,0.7,0.7,20.543007,128
engine_idling,engine_idling,engine_idling,0.3769189,0.08353162,raw_audio,0.55,0.4,128000,True,0.7,0.7,20.240341,128
engine_idling,engine_idling,engine_idling,0.43078202,0.1584771,embedding,0.55,0.4,256,True,0.7,0.7,20.358297,128
engine_idling,engine_idling,engine_idling,0.4872403,0.25083926,embedding,0.55,0.4,256,True,0.7,0.7,21.084578,128
engine_idling,engine_idling,engine_idling,0.48897913,0.2821136,embedding,0.55,0.4,256,True,0.7,0.7,20.892706,128
engine_idling,engine_idling,engine_idling,0.50667137,0.3172646,embedding,0.55,0.4,256,True,0.7,0.7,20.71732,128
engine_idling,engine_idling,engine_idling,0.42954147,0.20903103,embedding,0.55,0.4,256,True,0.7,0.7,22.05377,128
engine_idling,engine_idling,engine_idling,0.43099672,0.16868684,embedding,0.55,0.4,256,True,0.7,0.7,21.806635,128
engine_idling,engine_idling,engine_idling,0.3963893,0.12415239,raw_audio,0.55,0.4,128000,True,0.7,0.7,21.80317,128
engine_idling,engine_idling,engine_idling,0.3730318,0.051434785,raw_audio,0.55,0.4,128000,True,0.7,0.7,22.004732,128
engine_idling,engine_idling,engine_idling,0.41625914,0.15251794,embedding,0.55,0.4,256,True,0.7,0.7,20.398264,128
engine_idling,engine_idling,engine_idling,0.47439793,0.2518006,embedding,0.55,0.4,256,True,0.7,0.7,19.873667,128
engine_idling,engine_idling,engine_idling,0.4549647,0.19259262,embedding,0.55,0.4,256,True,0.7,0.7,20.81584,128
engine_idling,engine_idling,engine_idling,0.41739812,0.113159776,embedding,0.55,0.4,256,True,0.7,0.7,21.744858,128
engine_idling,engine_idling,engine_idling,0.38829133,0.057332426,raw_audio,0.55,0.4,128000,True,0.7,0.7,21.884394,128
engine_idling,siren,engine_idling,0.37610817,0.030661583,raw_audio,0.55,0.4,128000,True,1.7,1.8,21.132553,128
engine_idling,engine_idling,engine_idling,0.34602657,0.00683558,raw_audio,0.55,0.4,128000,True,0.7,0.7,20.63532,128
engine_idling,engine_idling,engine_idling,0.43961865,0.20765232,embedding,0.55,0.4,256,True,0.7,0.7,22.002254,128
engine_idling,engine_idling,engine_idling,0.38475922,0.09090823,raw_audio,0.55,0.4,128000,True,0.7,0.7,21.3038,128
engine_idling,engine_idling,engine_idling,0.4603549,0.23181224,embedding,0.55,0.4,256,True,0.7,0.7,22.1197,128
engine_idling,engine_idling,engine_idling,0.45791054,0.24537271,embedding,0.55,0.4,256,True,0.7,0.7,21.815144,128
engine_idling,engine_idling,engine_idling,0.44453028,0.21973877,embedding,0.55,0.4,256,True,0.7,0.7,22.068375,128
engine_idling,engine_idling,engine_idling,0.36625162,0.06281614,raw_audio,0.55,0.4,128000,True,0.7,0.7,22.620344,128
engine_idling,engine_idling,engine_idling,0.37673405,0.12014043,raw_audio,0.55,0.4,128000,True,0.7,0.7,22.085949,128
engine_idling,engine_idling,engine_idling,0.5019594,0.32628796,embedding,0.55,0.4,256,True,0.7,0.7,22.815561,128
engine_idling,jackhammer,drilling,0.40308565,0.2019446,embedding,0.55,0.4,256,True,1.0,0.9,17.833113,128
engine_idling,jackhammer,engine_idling,0.3181298,0.07236272,raw_audio,0.55,0.4,128000,True,1.0,0.9,18.24591,128
engine_idling,jackhammer,children_playing,0.34774697,0.162566,raw_audio,0.55,0.4,128000,True,1.0,0.9,18.395506,128
engine_idling,engine_idling,engine_idling,0.82540506,0.74421763,alert_only,0.55,0.4,64,False,0.7,0.7,25.934835,128
engine_idling,engine_idling,engine_idling,0.79766417,0.6862905,alert_only,0.55,0.4,64,False,0.7,0.7,26.709908,128
engine_idling,engine_idling,engine_idling,0.69932944,0.5129129,alert_only,0.55,0.4,64,False,0.7,0.7,25.876272,128
engine_idling,engine_idling,engine_idling,0.72232085,0.55241394,alert_only,0.55,0.4,64,False,0.7,0.7,25.414595,128
engine_idling,engine_idling,engine_idling,0.7773233,0.66399777,alert_only,0.55,0.4,64,False,0.7,0.7,25.125277,128
street_music,street_music,street_music,0.7130559,0.51987815,alert_only,0.55,0.4,64,False,0.6,0.6,29.739029,128
street_music,street_music,street_music,0.6107261,0.38327318,alert_only,0.55,0.4,64,False,0.6,0.6,20.704653,128
street_music,street_music,street_music,0.7320905,0.61029524,alert_only,0.55,0.4,64,False,0.6,0.6,27.769148,128
street_music,street_music,street_music,0.50578547,0.2547686,embedding,0.55,0.4,256,True,0.6,0.6,24.604414,128
street_music,street_music,street_music,0.57373655,0.29411075,alert_only,0.55,0.4,64,False,0.6,0.6,24.319643,128
street_music,street_music,street_music,0.64094937,0.45115212,alert_only,0.55,0.4,64,False,0.6,0.6,29.563774,128
street_music,siren,street_music,0.41015005,0.014802545,embedding,0.55,0.4,256,True,1.7,1.8,31.66873,128
street_music,street_music,street_music,0.68619555,0.47438514,alert_only,0.55,0.4,64,False,0.6,0.6,31.623192,128
street_music,street_music,street_music,0.41162056,4.643202e-05,embedding,0.55,0.4,256,True,0.6,0.6,26.096724,128
street_music,street_music,street_music,0.60958886,0.44818312,alert_only,0.55,0.4,64,False,0.6,0.6,26.73425,128
street_music,street_music,street_music,0.71531594,0.6022084,alert_only,0.55,0.4,64,False,0.6,0.6,26.861912,128
street_music,street_music,street_music,0.66415495,0.5248491,alert_only,0.55,0.4,64,False,0.6,0.6,29.499332,128
street_music,street_music,street_music,0.77979535,0.6631539,alert_only,0.55,0.4,64,False,0.6,0.6,24.552725,128
dog_bark,gun_shot,gun_shot,0.7928196,0.70156276,alert_only,0.55,0.4,64,False,1.8,2.0,20.015902,128
dog_bark,gun_shot,street_music,0.4526805,0.23469625,embedding,0.55,0.4,256,True,1.8,2.0,14.409502,128
street_music,street_music,street_music,0.9507513,0.93262976,alert_only,0.55,0.4,64,False,0.6,0.6,30.315392,128
street_music,street_music,street_music,0.9530072,0.92894465,alert_only,0.55,0.4,64,False,0.6,0.6,29.063953,128
street_music,street_music,street_music,0.8689632,0.79751724,alert_only,0.55,0.4,64,False,0.6,0.6,25.509996,128
street_music,street_music,street_music,0.7392346,0.554628,alert_only,0.55,0.4,64,False,0.6,0.6,21.271645,128
street_music,street_music,street_music,0.59345764,0.41829714,alert_only,0.55,0.4,64,False,0.6,0.6,20.036615,128
street_music,street_music,street_music,0.69373906,0.572234,alert_only,0.55,0.4,64,False,0.6,0.6,21.764198,128
drilling,siren,children_playing,0.2382726,0.013909429,raw_audio,0.55,0.4,128000,True,1.7,1.8,13.790272,128
drilling,siren,jackhammer,0.30349836,0.13700752,raw_audio,0.55,0.4,128000,True,1.7,1.8,13.488462,128
drilling,children_playing,drilling,0.27327546,0.07853837,raw_audio,0.55,0.4,128000,True,0.7,0.6,14.463946,128
drilling,siren,drilling,0.23261604,0.0068069845,raw_audio,0.55,0.4,128000,True,1.7,1.8,13.33048,128
drilling,siren,drilling,0.28383735,0.10753253,raw_audio,0.55,0.4,128000,True,1.7,1.8,12.487149,128
drilling,siren,drilling,0.29237345,0.11702749,raw_audio,0.55,0.4,128000,True,1.7,1.8,12.2558,128
drilling,siren,siren,0.35009295,0.15081586,raw_audio,0.55,0.4,128000,True,1.7,1.8,14.585882,128
drilling,siren,dog_bark,0.39729428,0.24989673,raw_audio,0.55,0.4,128000,True,1.7,1.8,14.578347,128
drilling,siren,drilling,0.3503522,0.17259122,raw_audio,0.55,0.4,128000,True,1.7,1.8,15.66597,128
drilling,street_music,drilling,0.29913694,0.07279992,raw_audio,0.55,0.4,128000,True,0.6,0.6,15.253897,128
drilling,street_music,engine_idling,0.27080444,0.0015401542,raw_audio,0.55,0.4,128000,True,0.6,0.6,15.266486,128
drilling,children_playing,dog_bark,0.34572223,0.025552899,raw_audio,0.55,0.4,128000,True,0.7,0.6,17.081835,128
drilling,children_playing,drilling,0.4000793,0.1791049,embedding,0.55,0.4,256,True,0.7,0.6,16.931644,128
drilling,children_playing,drilling,0.26302683,0.0007534623,raw_audio,0.55,0.4,128000,True,0.7,0.6,15.362532,128
engine_idling,air_conditioner,air_conditioner,0.64801776,0.54289913,alert_only,0.55,0.4,64,False,0.8,0.7,14.798481,128
engine_idling,air_conditioner,air_conditioner,0.65537685,0.55652785,alert_only,0.55,0.4,64,False,0.8,0.7,15.718384,128
engine_idling,air_conditioner,siren,0.46724513,0.3104313,embedding,0.55,0.4,256,True,0.8,0.7,14.578419,128
engine_idling,engine_idling,engine_idling,0.47854224,0.10486156,embedding,0.55,0.4,256,True,0.7,0.7,16.114494,128
engine_idling,engine_idling,engine_idling,0.5886931,0.24756458,alert_only,0.55,0.4,64,False,0.7,0.7,17.893328,128
engine_idling,engine_idling,engine_idling,0.6001166,0.27682817,alert_only,0.55,0.4,64,False,0.7,0.7,17.300093,128
engine_idling,engine_idling,engine_idling,0.835597,0.78870934,alert_only,0.55,0.4,64,False,0.7,0.7,20.040964,128
engine_idling,engine_idling,engine_idling,0.65459037,0.50770724,alert_only,0.55,0.4,64,False,0.7,0.7,16.76884,128
engine_idling,engine_idling,engine_idling,0.47709143,0.25102982,embedding,0.55,0.4,256,True,0.7,0.7,15.677636,128
engine_idling,engine_idling,engine_idling,0.43474957,0.22055516,embedding,0.55,0.4,256,True,0.7,0.7,15.203497,128
air_conditioner,air_conditioner,air_conditioner,0.25393707,0.059212312,raw_audio,0.55,0.4,128000,True,0.8,0.7,13.936384,128
air_conditioner,air_conditioner,air_conditioner,0.27272266,0.07906705,raw_audio,0.55,0.4,128000,True,0.8,0.7,14.435873,128
air_conditioner,air_conditioner,air_conditioner,0.2634326,0.102859646,raw_audio,0.55,0.4,128000,True,0.8,0.7,14.210287,128
dog_bark,dog_bark,dog_bark,0.6886591,0.39591616,alert_only,0.55,0.4,64,False,1.0,0.9,36.636833,128
dog_bark,dog_bark,dog_bark,0.7704565,0.5462196,alert_only,0.55,0.4,64,False,1.0,0.9,39.47764,128
dog_bark,dog_bark,dog_bark,0.8498676,0.70113623,alert_only,0.55,0.4,64,False,1.0,0.9,40.398056,128
dog_bark,dog_bark,dog_bark,0.9706928,0.94161606,alert_only,0.55,0.4,64,False,1.0,0.9,41.46945,128
dog_bark,dog_bark,dog_bark,0.8776318,0.75786257,alert_only,0.55,0.4,64,False,1.0,0.9,34.65117,128
dog_bark,children_playing,gun_shot,0.5302435,0.08514333,embedding,0.55,0.4,256,True,0.7,0.6,30.717222,128
dog_bark,dog_bark,dog_bark,0.7993615,0.6236315,alert_only,0.55,0.4,64,False,1.0,0.9,26.674423,128
dog_bark,dog_bark,dog_bark,0.67759734,0.36170405,alert_only,0.55,0.4,64,False,1.0,0.9,32.69794,128
children_playing,dog_bark,dog_bark,0.774528,0.6836384,alert_only,0.55,0.4,64,False,1.0,0.9,17.380537,128
children_playing,dog_bark,dog_bark,0.8505293,0.7334436,alert_only,0.55,0.4,64,False,1.0,0.9,22.635803,128
children_playing,dog_bark,dog_bark,0.8469956,0.7636287,alert_only,0.55,0.4,64,False,1.0,0.9,20.966476,128
children_playing,dog_bark,dog_bark,0.8091948,0.70099634,alert_only,0.55,0.4,64,False,1.0,0.9,20.48346,128
children_playing,dog_bark,dog_bark,0.66234416,0.52149403,alert_only,0.55,0.4,64,False,1.0,0.9,16.952337,128
children_playing,dog_bark,dog_bark,0.6297201,0.50400394,alert_only,0.55,0.4,64,False,1.0,0.9,16.929499,128
children_playing,dog_bark,dog_bark,0.79847074,0.6828573,alert_only,0.55,0.4,64,False,1.0,0.9,18.404873,128
children_playing,dog_bark,dog_bark,0.7020936,0.57632273,alert_only,0.55,0.4,64,False,1.0,0.9,17.690132,128
street_music,children_playing,children_playing,0.73616654,0.5005699,alert_only,0.55,0.4,64,False,0.7,0.6,29.021332,128
street_music,children_playing,children_playing,0.7498888,0.62725407,alert_only,0.55,0.4,64,False,0.7,0.6,24.674793,128
street_music,street_music,street_music,0.76115334,0.526523,alert_only,0.55,0.4,64,False,0.6,0.6,37.338524,128
street_music,street_music,street_music,0.84818,0.7821795,alert_only,0.55,0.4,64,False,0.6,0.6,27.883053,128
street_music,street_music,street_music,0.45310733,0.01972562,embedding,0.55,0.4,256,True,0.6,0.6,27.491194,128
street_music,street_music,street_music,0.8519253,0.7885399,alert_only,0.55,0.4,64,False,0.6,0.6,22.817236,128
street_music,street_music,street_music,0.96875125,0.9435718,alert_only,0.55,0.4,64,False,0.6,0.6,32.822014,128
street_music,street_music,street_music,0.8213798,0.73696256,alert_only,0.55,0.4,64,False,0.6,0.6,21.254637,128
street_music,street_music,street_music,0.29089066,0.05692844,raw_audio,0.55,0.4,128000,True,0.6,0.6,14.60346,128
street_music,street_music,street_music,0.5757512,0.38538957,alert_only,0.55,0.4,64,False,0.6,0.6,16.283556,128
street_music,street_music,street_music,0.8753055,0.81784636,alert_only,0.55,0.4,64,False,0.6,0.6,21.057114,128
street_music,street_music,street_music,0.817251,0.7250962,alert_only,0.55,0.4,64,False,0.6,0.6,21.098354,128
engine_idling,jackhammer,engine_idling,0.23687479,0.04862407,raw_audio,0.55,0.4,128000,True,1.0,0.9,10.677757,128
engine_idling,jackhammer,engine_idling,0.28442055,0.11824992,raw_audio,0.55,0.4,128000,True,1.0,0.9,10.7544,128
dog_bark,dog_bark,dog_bark,0.40638703,0.16244073,embedding,0.55,0.4,256,True,1.0,0.9,14.017108,128
dog_bark,street_music,car_horn,0.41383544,0.10138726,embedding,0.55,0.4,256,True,0.6,0.6,19.034801,128
dog_bark,street_music,dog_bark,0.39496288,0.06954092,raw_audio,0.55,0.4,128000,True,0.6,0.6,18.996471,128
dog_bark,dog_bark,dog_bark,0.25534025,0.020744115,raw_audio,0.55,0.4,128000,True,1.0,0.9,13.44063,128
dog_bark,air_conditioner,dog_bark,0.36675015,0.07812449,raw_audio,0.55,0.4,128000,True,0.8,0.7,14.788785,128
children_playing,dog_bark,dog_bark,0.72643954,0.505217,alert_only,0.55,0.4,64,False,1.0,0.9,25.914639,128
children_playing,dog_bark,dog_bark,0.64579546,0.34644413,alert_only,0.55,0.4,64,False,1.0,0.9,25.729967,128
children_playing,dog_bark,dog_bark,0.56307167,0.32173902,alert_only,0.55,0.4,64,False,1.0,0.9,22.887169,128
children_playing,children_playing,children_playing,0.4824036,0.26898563,embedding,0.55,0.4,256,True,0.7,0.6,26.715216,128
children_playing,children_playing,children_playing,0.39551806,0.21445927,raw_audio,0.55,0.4,128000,True,0.7,0.6,19.344023,128
children_playing,children_playing,children_playing,0.30346745,0.098807365,raw_audio,0.55,0.4,128000,True,0.7,0.6,15.783824,128
children_playing,dog_bark,children_playing,0.29417402,0.07746005,raw_audio,0.55,0.4,128000,True,1.0,0.9,15.93508,128
children_playing,children_playing,children_playing,0.56526285,0.3104677,alert_only,0.55,0.4,64,False,0.7,0.6,23.167713,128
drilling,drilling,drilling,0.92371225,0.87994355,alert_only,0.55,0.4,64,False,0.9,0.8,23.925432,128
street_music,street_music,street_music,0.4586731,0.005797744,embedding,0.55,0.4,256,True,0.6,0.6,23.61146,128
street_music,street_music,street_music,0.54666215,0.12243238,embedding,0.55,0.4,256,True,0.6,0.6,29.203558,128
street_music,children_playing,children_playing,0.6630122,0.46685994,alert_only,0.55,0.4,64,False,0.7,0.6,22.224329,128
street_music,street_music,street_music,0.6959854,0.4086758,alert_only,0.55,0.4,64,False,0.6,0.6,30.168486,128
street_music,children_playing,children_playing,0.5698692,0.18839356,alert_only,0.55,0.4,64,False,0.7,0.6,26.398062,128
street_music,children_playing,children_playing,0.6015236,0.2587286,alert_only,0.55,0.4,64,False,0.7,0.6,28.344358,128
street_music,street_music,street_music,0.9690536,0.96199334,alert_only,0.55,0.4,64,False,0.6,0.6,28.561247,128
street_music,car_horn,car_horn,0.5579096,0.12955967,alert_only,0.55,0.4,64,False,1.1,1.1,34.326447,128
street_music,street_music,street_music,0.9067172,0.83818626,alert_only,0.55,0.4,64,False,0.6,0.6,31.378708,128
street_music,street_music,street_music,0.96803343,0.95821434,alert_only,0.55,0.4,64,False,0.6,0.6,28.933401,128
street_music,street_music,street_music,0.9537282,0.9258393,alert_only,0.55,0.4,64,False,0.6,0.6,33.402245,128
street_music,street_music,street_music,0.9781822,0.96616226,alert_only,0.55,0.4,64,False,0.6,0.6,34.058075,128
children_playing,children_playing,children_playing,0.55294746,0.1791695,alert_only,0.55,0.4,64,False,0.7,0.6,25.271034,128
children_playing,children_playing,children_playing,0.46819946,0.2484389,embedding,0.55,0.4,256,True,0.7,0.6,17.975039,128
children_playing,children_playing,children_playing,0.399314,0.08809957,raw_audio,0.55,0.4,128000,True,0.7,0.6,17.383905,128
children_playing,children_playing,children_playing,0.29021582,0.030665994,raw_audio,0.55,0.4,128000,True,0.7,0.6,14.10263,128
children_playing,children_playing,children_playing,0.52618223,0.29702044,embedding,0.55,0.4,256,True,0.7,0.6,21.254139,128
children_playing,children_playing,children_playing,0.3377009,0.07817829,raw_audio,0.55,0.4,128000,True,0.7,0.6,16.400375,128
children_playing,street_music,engine_idling,0.33899793,0.046905816,raw_audio,0.55,0.4,128000,True,0.6,0.6,17.733665,128
children_playing,dog_bark,jackhammer,0.30110636,0.062630564,raw_audio,0.55,0.4,128000,True,1.0,0.9,14.734941,128
children_playing,children_playing,children_playing,0.35709202,0.042692333,raw_audio,0.55,0.4,128000,True,0.7,0.6,18.019651,128
children_playing,children_playing,children_playing,0.6654559,0.5237831,alert_only,0.55,0.4,64,False,0.7,0.6,23.483034,128
children_playing,children_playing,children_playing,0.38274506,0.038825303,raw_audio,0.55,0.4,128000,True,0.7,0.6,18.220999,128
children_playing,air_conditioner,street_music,0.28660104,0.07300736,raw_audio,0.55,0.4,128000,True,0.8,0.7,12.931041,128
children_playing,street_music,children_playing,0.29494128,0.032051027,raw_audio,0.55,0.4,128000,True,0.6,0.6,19.982529,128
children_playing,street_music,children_playing,0.2708125,0.0008328259,raw_audio,0.55,0.4,128000,True,0.6,0.6,25.29122,128
children_playing,dog_bark,street_music,0.2455425,0.009767428,raw_audio,0.55,0.4,128000,True,1.0,0.9,16.566261,128
children_playing,children_playing,children_playing,0.43717256,0.098326534,embedding,0.55,0.4,256,True,0.7,0.6,16.604212,128
dog_bark,dog_bark,dog_bark,0.96857935,0.9395978,alert_only,0.55,0.4,64,False,1.0,0.9,33.953953,128
engine_idling,engine_idling,engine_idling,0.40029377,0.24424903,embedding,0.55,0.4,256,True,0.7,0.7,13.728221,128
engine_idling,engine_idling,engine_idling,0.22005776,0.03003496,raw_audio,0.55,0.4,128000,True,0.7,0.7,12.002016,128
engine_idling,engine_idling,engine_idling,0.2959656,0.056199253,raw_audio,0.55,0.4,128000,True,0.7,0.7,14.637314,128
engine_idling,drilling,engine_idling,0.25054798,0.015202701,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.0592375,128
engine_idling,drilling,drilling,0.291884,0.04303336,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.3287945,128
engine_idling,engine_idling,engine_idling,0.28374836,0.04494144,raw_audio,0.55,0.4,128000,True,0.7,0.7,14.603968,128
engine_idling,dog_bark,engine_idling,0.22628394,0.024068907,raw_audio,0.55,0.4,128000,True,1.0,0.9,14.605777,128
engine_idling,drilling,engine_idling,0.21237686,0.02414006,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.15478,128
engine_idling,drilling,engine_idling,0.3647974,0.18843178,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.143882,128
engine_idling,drilling,drilling,0.32890615,0.15251733,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.536647,128
engine_idling,drilling,engine_idling,0.2681295,0.066332474,raw_audio,0.55,0.4,128000,True,0.9,0.8,15.8953,128
engine_idling,drilling,engine_idling,0.30872717,0.10489632,raw_audio,0.55,0.4,128000,True,0.9,0.8,14.959132,128
engine_idling,engine_idling,engine_idling,0.31012124,0.15618671,raw_audio,0.55,0.4,128000,True,0.7,0.7,12.110488,128
engine_idling,engine_idling,engine_idling,0.29839024,0.12817512,raw_audio,0.55,0.4,128000,True,0.7,0.7,12.349505,128
engine_idling,dog_bark,engine_idling,0.2764852,0.05900918,raw_audio,0.55,0.4,128000,True,1.0,0.9,11.682191,128
engine_idling,engine_idling,engine_idling,0.29703808,0.15439971,raw_audio,0.55,0.4,128000,True,0.7,0.7,11.772998,128
engine_idling,engine_idling,engine_idling,0.3540659,0.2356062,raw_audio,0.55,0.4,128000,True,0.7,0.7,12.190894,128
engine_idling,engine_idling,engine_idling,0.32813525,0.17184585,raw_audio,0.55,0.4,128000,True,0.7,0.7,12.235849,128
engine_idling,engine_idling,engine_idling,0.34391353,0.19726017,raw_audio,0.55,0.4,128000,True,0.7,0.7,13.348575,128
engine_idling,engine_idling,engine_idling,0.32757294,0.16939262,raw_audio,0.55,0.4,128000,True,0.7,0.7,13.639845,128
gun_shot,gun_shot,gun_shot,0.923457,0.8958998,alert_only,0.55,0.4,64,False,1.8,2.0,18.617838,128
gun_shot,gun_shot,gun_shot,0.9225287,0.8922839,alert_only,0.55,0.4,64,False,1.8,2.0,18.173265,128
gun_shot,gun_shot,gun_shot,0.8790369,0.8445653,alert_only,0.55,0.4,64,False,1.8,2.0,16.307251,128
gun_shot,gun_shot,gun_shot,0.7478222,0.6759344,alert_only,0.55,0.4,64,False,1.8,2.0,14.678268,128
gun_shot,gun_shot,gun_shot,0.68673676,0.5987986,alert_only,0.55,0.4,64,False,1.8,2.0,14.296706,128
gun_shot,gun_shot,gun_shot,0.7022769,0.6142825,alert_only,0.55,0.4,64,False,1.8,2.0,14.276184,128
gun_shot,gun_shot,gun_shot,0.8672978,0.83121043,alert_only,0.55,0.4,64,False,1.8,2.0,16.419746,128
gun_shot,gun_shot,gun_shot,0.7735064,0.70315385,alert_only,0.55,0.4,64,False,1.8,2.0,14.651428,128
gun_shot,gun_shot,gun_shot,0.7159321,0.62515575,alert_only,0.55,0.4,64,False,1.8,2.0,14.175994,128
gun_shot,gun_shot,gun_shot,0.75775486,0.6868993,alert_only,0.55,0.4,64,False,1.8,2.0,14.69156,128
gun_shot,gun_shot,gun_shot,0.90506375,0.8753486,alert_only,0.55,0.4,64,False,1.8,2.0,17.057337,128
gun_shot,gun_shot,gun_shot,0.50079644,0.35547405,embedding,0.55,0.4,256,True,1.8,2.0,13.281082,128
gun_shot,gun_shot,gun_shot,0.6273686,0.5373947,alert_only,0.55,0.4,64,False,1.8,2.0,14.160525,128
siren,siren,siren,0.90129215,0.848314,alert_only,0.55,0.4,64,False,1.7,1.8,26.968468,128
siren,siren,siren,0.8747068,0.788237,alert_only,0.55,0.4,64,False,1.7,1.8,26.456322,128
siren,siren,siren,0.9847311,0.9736501,alert_only,0.55,0.4,64,False,1.7,1.8,35.755207,128
siren,siren,siren,0.9856339,0.9782154,alert_only,0.55,0.4,64,False,1.7,1.8,32.154396,128
siren,siren,siren,0.89007086,0.84052926,alert_only,0.55,0.4,64,False,1.7,1.8,26.604761,128
siren,siren,siren,0.510158,0.2982329,embedding,0.55,0.4,256,True,1.7,1.8,22.633236,128
siren,siren,siren,0.62452936,0.4702332,alert_only,0.55,0.4,64,False,1.7,1.8,22.01767,128
siren,siren,siren,0.8758854,0.7854608,alert_only,0.55,0.4,64,False,1.7,1.8,28.060581,128
siren,siren,siren,0.75481397,0.5691272,alert_only,0.55,0.4,64,False,1.7,1.8,26.9417,128
siren,siren,siren,0.73570836,0.5918883,alert_only,0.55,0.4,64,False,1.7,1.8,24.606321,128
siren,siren,siren,0.82926685,0.7293751,alert_only,0.55,0.4,64,False,1.7,1.8,28.555777,128
siren,siren,siren,0.6754242,0.4038538,alert_only,0.55,0.4,64,False,1.7,1.8,34.497406,128
siren,dog_bark,dog_bark,0.58541745,0.30015144,alert_only,0.55,0.4,64,False,1.0,0.9,25.14853,128
siren,dog_bark,dog_bark,0.73682296,0.54868096,alert_only,0.55,0.4,64,False,1.0,0.9,26.180372,128
siren,siren,siren,0.6050117,0.23185983,alert_only,0.55,0.4,64,False,1.7,1.8,31.897028,128
jackhammer,jackhammer,jackhammer,0.96593827,0.94795746,alert_only,0.55,0.4,64,False,1.0,0.9,21.910374,128
jackhammer,jackhammer,jackhammer,0.9821139,0.974296,alert_only,0.55,0.4,64,False,1.0,0.9,26.040796,128
jackhammer,jackhammer,jackhammer,0.98495793,0.9752757,alert_only,0.55,0.4,64,False,1.0,0.9,28.244658,128
jackhammer,car_horn,jackhammer,0.34055737,0.14752299,raw_audio,0.55,0.4,128000,True,1.1,1.1,13.134879,128
