true_label,edge_pred,final_pred,confidence,margin,route,threshold_used,margin_threshold_used,transmitted_bytes,used_cloud,sent_embedding,embedding_l2
engine_idling,engine_idling,engine_idling,0.35343686,0.02116564,raw_audio,0.9169999999999999,0.05,128000,True,False,17.204304
engine_idling,engine_idling,engine_idling,0.37215784,0.07419148,raw_audio,0.9169999999999999,0.05,128000,True,False,17.404146
engine_idling,drilling,engine_idling,0.3732018,0.0636853,raw_audio,0.9349999999999999,0.05,128000,True,False,16.502186
engine_idling,engine_idling,engine_idling,0.4968994,0.25176486,raw_audio,0.9169999999999999,0.05,128000,True,False,18.269407
engine_idling,engine_idling,engine_idling,0.4111033,0.08213663,raw_audio,0.9169999999999999,0.05,128000,True,False,17.686287
engine_idling,engine_idling,engine_idling,0.42747998,0.12435728,raw_audio,0.9169999999999999,0.05,128000,True,False,18.095608
engine_idling,engine_idling,engine_idling,0.49470484,0.25217825,raw_audio,0.9169999999999999,0.05,128000,True,False,17.93673
engine_idling,engine_idling,engine_idling,0.4634168,0.21597153,raw_audio,0.9169999999999999,0.05,128000,True,False,17.066826
engine_idling,engine_idling,engine_idling,0.5008554,0.25587946,raw_audio,0.9169999999999999,0.05,128000,True,False,17.727684
engine_idling,engine_idling,engine_idling,0.4763886,0.20417967,raw_audio,0.9169999999999999,0.05,128000,True,False,17.955088
engine_idling,engine_idling,engine_idling,0.45271027,0.19479209,raw_audio,0.9169999999999999,0.05,128000,True,False,17.803295
engine_idling,engine_idling,engine_idling,0.52410305,0.31150645,raw_audio,0.9169999999999999,0.05,128000,True,False,17.290546
engine_idling,engine_idling,engine_idling,0.52336556,0.34400308,raw_audio,0.9169999999999999,0.05,128000,True,False,17.281643
engine_idling,drilling,engine_idling,0.38099062,0.10015398,raw_audio,0.9349999999999999,0.05,128000,True,False,16.55154
engine_idling,engine_idling,engine_idling,0.58162355,0.43977186,raw_audio,0.9169999999999999,0.05,128000,True,False,17.6787
engine_idling,drilling,engine_idling,0.402767,0.13224992,raw_audio,0.9349999999999999,0.05,128000,True,False,17.194845
engine_idling,engine_idling,engine_idling,0.3944648,0.083284646,raw_audio,0.9169999999999999,0.05,128000,True,False,17.35532
engine_idling,drilling,engine_idling,0.34065273,0.005434096,raw_audio,0.9349999999999999,0.05,128000,True,False,17.020063
engine_idling,drilling,engine_idling,0.36390412,0.061533242,raw_audio,0.9349999999999999,0.05,128000,True,False,17.031073
engine_idling,drilling,engine_idling,0.40903443,0.1006048,raw_audio,0.9349999999999999,0.05,128000,True,False,17.590916
engine_idling,drilling,engine_idling,0.39448082,0.055526376,raw_audio,0.9349999999999999,0.05,128000,True,False,18.112085
engine_idling,jackhammer,engine_idling,0.29933658,0.044218868,raw_audio,0.946,0.05,128000,True,False,13.059694
engine_idling,siren,engine_idling,0.34763816,0.1900715,raw_audio,0.95,0.07100000000000001,128000,True,False,12.728853
engine_idling,siren,engine_idling,0.28565374,0.11399917,raw_audio,0.95,0.07100000000000001,128000,True,False,11.678782
engine_idling,engine_idling,engine_idling,0.61035097,0.397269,raw_audio,0.9169999999999999,0.05,128000,True,False,14.74964
engine_idling,engine_idling,engine_idling,0.6219992,0.45762986,raw_audio,0.9169999999999999,0.05,128000,True,False,15.475821
engine_idling,engine_idling,engine_idling,0.37217456,0.065310925,raw_audio,0.9169999999999999,0.05,128000,True,False,15.345239
engine_idling,jackhammer,engine_idling,0.45965862,0.20451239,raw_audio,0.946,0.05,128000,True,False,15.0583725
engine_idling,jackhammer,children_playing,0.44926786,0.24574496,raw_audio,0.946,0.05,128000,True,False,14.346579
street_music,street_music,street_music,0.6623365,0.50025386,raw_audio,0.9059999999999999,0.05,128000,True,False,21.540152
street_music,street_music,street_music,0.44271302,0.28036508,raw_audio,0.9059999999999999,0.05,128000,True,False,17.315933
street_music,street_music,street_music,0.59628296,0.41900218,raw_audio,0.9059999999999999,0.05,128000,True,False,16.94328
street_music,street_music,street_music,0.48692095,0.21681833,raw_audio,0.9059999999999999,0.05,128000,True,False,19.731352
street_music,street_music,street_music,0.45883727,0.19250056,raw_audio,0.9059999999999999,0.05,128000,True,False,13.982195
street_music,street_music,street_music,0.44407582,0.2376668,raw_audio,0.9059999999999999,0.05,128000,True,False,19.636679
street_music,street_music,street_music,0.4948893,0.14504081,raw_audio,0.9059999999999999,0.05,128000,True,False,24.729803
street_music,siren,gun_shot,0.32750854,0.06638116,raw_audio,0.95,0.07100000000000001,128000,True,False,18.926144
street_music,siren,street_music,0.27148944,0.0040807724,raw_audio,0.95,0.07100000000000001,128000,True,False,16.684813
street_music,car_horn,engine_idling,0.26212668,0.03540823,raw_audio,0.95,0.053000000000000005,128000,True,False,15.511634
street_music,siren,street_music,0.29249465,0.08460699,raw_audio,0.95,0.07100000000000001,128000,True,False,15.475973
street_music,siren,street_music,0.38495404,0.17610066,raw_audio,0.95,0.07100000000000001,128000,True,False,17.806211
street_music,car_horn,street_music,0.2868064,0.05747971,raw_audio,0.95,0.053000000000000005,128000,True,False,10.8881
dog_bark,gun_shot,dog_bark,0.67735696,0.41937855,raw_audio,0.95,0.07400000000000001,128000,True,False,16.894033
dog_bark,dog_bark,dog_bark,0.42877728,0.01909545,raw_audio,0.946,0.05,128000,True,False,14.098741
street_music,street_music,street_music,0.9371075,0.89497817,alert_only,0.9059999999999999,0.05,64,False,False,28.973684
street_music,street_music,street_music,0.87773114,0.80206966,raw_audio,0.9059999999999999,0.05,128000,True,False,22.881844
street_music,street_music,street_music,0.91164094,0.8513333,alert_only,0.9059999999999999,0.05,64,False,False,24.042662
street_music,street_music,street_music,0.7799923,0.63930905,raw_audio,0.9059999999999999,0.05,128000,True,False,20.55485
street_music,street_music,street_music,0.6174117,0.40712512,raw_audio,0.9059999999999999,0.05,128000,True,False,17.017096
street_music,street_music,street_music,0.53973615,0.28742093,raw_audio,0.9059999999999999,0.05,128000,True,False,17.183952
drilling,dog_bark,children_playing,0.36269018,0.19078675,raw_audio,0.946,0.05,128000,True,False,13.824146
drilling,dog_bark,gun_shot,0.32388225,0.09887642,raw_audio,0.946,0.05,128000,True,False,15.464184
drilling,siren,drilling,0.3867021,0.23884732,raw_audio,0.95,0.07100000000000001,128000,True,False,14.031053
drilling,siren,jackhammer,0.3462855,0.10789725,raw_audio,0.95,0.07100000000000001,128000,True,False,13.98025
drilling,drilling,drilling,0.35875022,0.04287544,raw_audio,0.9349999999999999,0.05,128000,True,False,15.039515
drilling,siren,drilling,0.28595752,0.041972682,raw_audio,0.95,0.07100000000000001,128000,True,False,13.752225
drilling,dog_bark,drilling,0.4825613,0.2836896,raw_audio,0.946,0.05,128000,True,False,16.62821
drilling,dog_bark,car_horn,0.35441703,0.22691785,raw_audio,0.946,0.05,128000,True,False,13.712449
drilling,siren,drilling,0.2545306,0.020261392,raw_audio,0.95,0.07100000000000001,128000,True,False,12.355937
drilling,siren,drilling,0.3349097,0.14847612,raw_audio,0.95,0.07100000000000001,128000,True,False,12.792215
drilling,siren,drilling,0.4524411,0.30464625,raw_audio,0.95,0.07100000000000001,128000,True,False,13.833437
drilling,children_playing,drilling,0.23783009,0.055723652,raw_audio,0.9129999999999999,0.05,128000,True,False,12.899184
drilling,children_playing,air_conditioner,0.18949,0.009867489,raw_audio,0.9129999999999999,0.05,128000,True,False,11.674705
drilling,siren,drilling,0.23626259,0.04889664,raw_audio,0.95,0.07100000000000001,128000,True,False,12.827336
engine_idling,air_conditioner,engine_idling,0.44489923,0.1517576,raw_audio,0.9239999999999999,0.05,128000,True,False,17.40806
engine_idling,air_conditioner,engine_idling,0.4353623,0.17937815,raw_audio,0.9239999999999999,0.05,128000,True,False,15.662376
engine_idling,engine_idling,engine_idling,0.36959967,0.05284661,raw_audio,0.9169999999999999,0.05,128000,True,False,14.972019
engine_idling,engine_idling,engine_idling,0.59203386,0.4473339,raw_audio,0.9169999999999999,0.05,128000,True,False,18.369234
engine_idling,engine_idling,engine_idling,0.532877,0.34204227,raw_audio,0.9169999999999999,0.05,128000,True,False,20.57434
engine_idling,engine_idling,engine_idling,0.63853246,0.48015404,raw_audio,0.9169999999999999,0.05,128000,True,False,20.078403
engine_idling,engine_idling,engine_idling,0.74293005,0.67009765,raw_audio,0.9169999999999999,0.05,128000,True,False,21.169262
engine_idling,engine_idling,engine_idling,0.60575384,0.45904076,raw_audio,0.9169999999999999,0.05,128000,True,False,20.278185
engine_idling,engine_idling,engine_idling,0.45662874,0.26412186,raw_audio,0.9169999999999999,0.05,128000,True,False,18.314102
engine_idling,engine_idling,engine_idling,0.3799942,0.14286788,raw_audio,0.9169999999999999,0.05,128000,True,False,19.507887
air_conditioner,jackhammer,air_conditioner,0.35712472,0.108202785,raw_audio,0.946,0.05,128000,True,False,10.637679
air_conditioner,jackhammer,air_conditioner,0.36712888,0.13094917,raw_audio,0.946,0.05,128000,True,False,10.6803255
air_conditioner,jackhammer,air_conditioner,0.32968712,0.07657817,raw_audio,0.946,0.05,128000,True,False,10.467491
dog_bark,street_music,engine_idling,0.53793293,0.25308827,raw_audio,0.9059999999999999,0.05,128000,True,False,27.959452
dog_bark,dog_bark,dog_bark,0.62541765,0.41353554,raw_audio,0.946,0.05,128000,True,False,28.022018
dog_bark,dog_bark,dog_bark,0.4137868,0.022127062,raw_audio,0.946,0.05,128000,True,False,28.84477
dog_bark,dog_bark,dog_bark,0.8935463,0.8340296,raw_audio,0.946,0.05,128000,True,False,30.405725
dog_bark,dog_bark,dog_bark,0.79166836,0.63763547,raw_audio,0.946,0.05,128000,True,False,21.612804
dog_bark,dog_bark,dog_bark,0.44188845,0.020720214,raw_audio,0.946,0.05,128000,True,False,20.121891
dog_bark,dog_bark,dog_bark,0.67130077,0.47121787,raw_audio,0.946,0.05,128000,True,False,17.4778
dog_bark,dog_bark,dog_bark,0.519601,0.11393753,raw_audio,0.946,0.05,128000,True,False,23.458445
children_playing,dog_bark,children_playing,0.7262102,0.56351817,raw_audio,0.946,0.05,128000,True,False,17.36737
children_playing,dog_bark,gun_shot,0.8236021,0.73505414,raw_audio,0.946,0.05,128000,True,False,19.182442
children_playing,dog_bark,children_playing,0.84600973,0.7430856,raw_audio,0.946,0.05,128000,True,False,21.706314
children_playing,dog_bark,children_playing,0.79311514,0.6854505,raw_audio,0.946,0.05,128000,True,False,18.642681
children_playing,dog_bark,children_playing,0.63543373,0.48807493,raw_audio,0.946,0.05,128000,True,False,15.494193
children_playing,dog_bark,children_playing,0.55186933,0.32648724,raw_audio,0.946,0.05,128000,True,False,16.078754
children_playing,dog_bark,children_playing,0.7470681,0.58141273,raw_audio,0.946,0.05,128000,True,False,18.29948
children_playing,dog_bark,children_playing,0.45677868,0.22027747,raw_audio,0.946,0.05,128000,True,False,15.398916
street_music,street_music,street_music,0.3752227,0.08223611,raw_audio,0.9059999999999999,0.05,128000,True,False,12.140708
street_music,air_conditioner,air_conditioner,0.303266,0.020503879,raw_audio,0.9239999999999999,0.05,128000,True,False,12.534164
street_music,children_playing,street_music,0.30550703,0.03686145,raw_audio,0.9129999999999999,0.05,128000,True,False,14.280992
street_music,siren,street_music,0.26819488,0.0029836,raw_audio,0.95,0.07100000000000001,128000,True,False,12.141931
street_music,street_music,street_music,0.28109854,0.010568738,raw_audio,0.9059999999999999,0.05,128000,True,False,15.184458
street_music,street_music,street_music,0.33483735,0.031304777,raw_audio,0.9059999999999999,0.05,128000,True,False,17.329655
street_music,street_music,street_music,0.9572992,0.9359038,alert_only,0.9059999999999999,0.05,64,False,False,30.129498
street_music,street_music,street_music,0.5772028,0.42014447,raw_audio,0.9059999999999999,0.05,128000,True,False,15.966634
street_music,air_conditioner,street_music,0.437996,0.19249451,raw_audio,0.9239999999999999,0.05,128000,True,False,14.0192795
street_music,street_music,street_music,0.35921475,0.105256826,raw_audio,0.9059999999999999,0.05,128000,True,False,11.651632
street_music,street_music,street_music,0.68466884,0.55593836,raw_audio,0.9059999999999999,0.05,128000,True,False,16.377546
street_music,street_music,street_music,0.6656784,0.5082358,raw_audio,0.9059999999999999,0.05,128000,True,False,15.704412
engine_idling,gun_shot,engine_idling,0.33067167,0.07921028,raw_audio,0.95,0.07400000000000001,128000,True,False,11.38686
engine_idling,gun_shot,gun_shot,0.34728888,0.12037741,raw_audio,0.95,0.07400000000000001,128000,True,False,10.471907
dog_bark,car_horn,dog_bark,0.34453478,0.08784628,raw_audio,0.95,0.053000000000000005,128000,True,False,12.485103
dog_bark,car_horn,dog_bark,0.37797642,0.18527569,raw_audio,0.95,0.053000000000000005,128000,True,False,15.043216
dog_bark,street_music,dog_bark,0.34107915,0.022726476,raw_audio,0.9059999999999999,0.05,128000,True,False,13.497743
dog_bark,gun_shot,dog_bark,0.5702684,0.4547978,raw_audio,0.95,0.07400000000000001,128000,True,False,11.202681
dog_bark,engine_idling,dog_bark,0.27541646,0.036938354,raw_audio,0.9169999999999999,0.05,128000,True,False,10.788678
children_playing,dog_bark,dog_bark,0.5074523,0.19834775,raw_audio,0.946,0.05,128000,True,False,15.429561
children_playing,dog_bark,children_playing,0.30677766,0.11697662,raw_audio,0.946,0.05,128000,True,False,11.63625
children_playing,dog_bark,engine_idling,0.6703226,0.51482683,raw_audio,0.946,0.05,128000,True,False,13.354172
children_playing,street_music,children_playing,0.30149123,0.071239024,raw_audio,0.9059999999999999,0.05,128000,True,False,15.397291
children_playing,children_playing,children_playing,0.29148853,0.056287855,raw_audio,0.9129999999999999,0.05,128000,True,False,10.670293
children_playing,children_playing,children_playing,0.30399495,0.09750706,raw_audio,0.9129999999999999,0.05,128000,True,False,11.632171
children_playing,children_playing,children_playing,0.24113137,0.008606777,raw_audio,0.9129999999999999,0.05,128000,True,False,9.527393
children_playing,siren,engine_idling,0.39154127,0.16095892,raw_audio,0.95,0.07100000000000001,128000,True,False,11.007915
drilling,drilling,drilling,0.63531697,0.43963227,raw_audio,0.9349999999999999,0.05,128000,True,False,38.215763
street_music,street_music,street_music,0.3359304,0.121188015,raw_audio,0.9059999999999999,0.05,128000,True,False,11.600361
street_music,air_conditioner,street_music,0.49710816,0.31814665,raw_audio,0.9239999999999999,0.05,128000,True,False,12.950664
street_music,air_conditioner,street_music,0.2414574,0.073497266,raw_audio,0.9239999999999999,0.05,128000,True,False,12.365179
street_music,street_music,street_music,0.4880293,0.22456232,raw_audio,0.9059999999999999,0.05,128000,True,False,17.327042
street_music,air_conditioner,street_music,0.47536618,0.25621837,raw_audio,0.9239999999999999,0.05,128000,True,False,13.033394
street_music,air_conditioner,street_music,0.45312446,0.25887364,raw_audio,0.9239999999999999,0.05,128000,True,False,12.932887
street_music,street_music,street_music,0.77085966,0.6417789,raw_audio,0.9059999999999999,0.05,128000,True,False,28.69006
street_music,street_music,street_music,0.77123314,0.63216704,raw_audio,0.9059999999999999,0.05,128000,True,False,30.377201
street_music,street_music,street_music,0.67091024,0.5097496,raw_audio,0.9059999999999999,0.05,128000,True,False,24.831924
street_music,street_music,street_music,0.6532993,0.4259343,raw_audio,0.9059999999999999,0.05,128000,True,False,26.568747
street_music,street_music,street_music,0.90892154,0.8589858,alert_only,0.9059999999999999,0.05,64,False,False,36.8615
street_music,street_music,street_music,0.7999707,0.65330017,raw_audio,0.9059999999999999,0.05,128000,True,False,29.122793
children_playing,children_playing,children_playing,0.5034272,0.23578784,raw_audio,0.9129999999999999,0.05,128000,True,False,17.523813
children_playing,air_conditioner,children_playing,0.29934856,0.11040911,raw_audio,0.9239999999999999,0.05,128000,True,False,11.308413
children_playing,air_conditioner,children_playing,0.28773612,0.014687657,raw_audio,0.9239999999999999,0.05,128000,True,False,13.591891
children_playing,street_music,children_playing,0.34439784,0.07581422,raw_audio,0.9059999999999999,0.05,128000,True,False,13.632266
children_playing,children_playing,children_playing,0.28157842,0.00071823597,raw_audio,0.9129999999999999,0.05,128000,True,False,13.724385
children_playing,children_playing,children_playing,0.28852683,0.045683637,raw_audio,0.9129999999999999,0.05,128000,True,False,11.712126
children_playing,children_playing,children_playing,0.25896516,0.027635634,raw_audio,0.9129999999999999,0.05,128000,True,False,12.25224
children_playing,air_conditioner,children_playing,0.29096302,0.039934307,raw_audio,0.9239999999999999,0.05,128000,True,False,12.722892
children_playing,air_conditioner,children_playing,0.4992616,0.3284408,raw_audio,0.9239999999999999,0.05,128000,True,False,14.088242
children_playing,air_conditioner,children_playing,0.40327162,0.17541553,raw_audio,0.9239999999999999,0.05,128000,True,False,15.453388
children_playing,children_playing,children_playing,0.26068267,0.022903368,raw_audio,0.9129999999999999,0.05,128000,True,False,13.619829
children_playing,air_conditioner,children_playing,0.36426774,0.14617103,raw_audio,0.9239999999999999,0.05,128000,True,False,12.840038
children_playing,air_conditioner,gun_shot,0.3464994,0.10251841,raw_audio,0.9239999999999999,0.05,128000,True,False,15.676806
children_playing,air_conditioner,children_playing,0.24110447,0.04354225,raw_audio,0.9239999999999999,0.05,128000,True,False,14.066877
children_playing,air_conditioner,children_playing,0.5072369,0.34644753,raw_audio,0.9239999999999999,0.05,128000,True,False,13.553977
children_playing,air_conditioner,children_playing,0.5101248,0.376842,raw_audio,0.9239999999999999,0.05,128000,True,False,11.676939
dog_bark,dog_bark,dog_bark,0.91378844,0.85448503,raw_audio,0.946,0.05,128000,True,False,28.790697
engine_idling,engine_idling,engine_idling,0.5286325,0.33827397,raw_audio,0.9169999999999999,0.05,128000,True,False,17.866076
engine_idling,engine_idling,engine_idling,0.4924752,0.3046932,raw_audio,0.9169999999999999,0.05,128000,True,False,16.722212
engine_idling,engine_idling,engine_idling,0.45415097,0.28682578,raw_audio,0.9169999999999999,0.05,128000,True,False,16.084692
engine_idling,engine_idling,engine_idling,0.53898364,0.40727034,raw_audio,0.9169999999999999,0.05,128000,True,False,16.179726
engine_idling,engine_idling,engine_idling,0.49563843,0.35147256,raw_audio,0.9169999999999999,0.05,128000,True,False,16.001677
engine_idling,engine_idling,engine_idling,0.39632446,0.20177571,raw_audio,0.9169999999999999,0.05,128000,True,False,16.107508
engine_idling,engine_idling,engine_idling,0.43737936,0.2706452,raw_audio,0.9169999999999999,0.05,128000,True,False,16.300777
engine_idling,engine_idling,engine_idling,0.49080727,0.34017482,raw_audio,0.9169999999999999,0.05,128000,True,False,16.557322
engine_idling,engine_idling,engine_idling,0.5804397,0.45437193,raw_audio,0.9169999999999999,0.05,128000,True,False,17.119452
engine_idling,engine_idling,engine_idling,0.45251298,0.31001124,raw_audio,0.9169999999999999,0.05,128000,True,False,16.020306
engine_idling,engine_idling,engine_idling,0.43292966,0.3032456,raw_audio,0.9169999999999999,0.05,128000,True,False,15.869516
engine_idling,engine_idling,engine_idling,0.4051134,0.26225045,raw_audio,0.9169999999999999,0.05,128000,True,False,15.385628
engine_idling,engine_idling,engine_idling,0.4812183,0.26540244,raw_audio,0.9169999999999999,0.05,128000,True,False,16.789675
engine_idling,engine_idling,engine_idling,0.47839573,0.2389069,raw_audio,0.9169999999999999,0.05,128000,True,False,16.786806
engine_idling,engine_idling,engine_idling,0.31955612,0.11089216,raw_audio,0.9169999999999999,0.05,128000,True,False,15.383609
engine_idling,engine_idling,engine_idling,0.48867092,0.3186762,raw_audio,0.9169999999999999,0.05,128000,True,False,16.38531
engine_idling,engine_idling,engine_idling,0.58602625,0.4410857,raw_audio,0.9169999999999999,0.05,128000,True,False,17.397465
engine_idling,engine_idling,engine_idling,0.54781306,0.40017062,raw_audio,0.9169999999999999,0.05,128000,True,False,16.415361
engine_idling,engine_idling,engine_idling,0.49797794,0.30445325,raw_audio,0.9169999999999999,0.05,128000,True,False,17.606949
engine_idling,engine_idling,engine_idling,0.5356863,0.37228596,raw_audio,0.9169999999999999,0.05,128000,True,False,16.73984
gun_shot,gun_shot,gun_shot,0.8916188,0.83799124,raw_audio,0.95,0.07400000000000001,128000,True,False,15.228708
gun_shot,gun_shot,gun_shot,0.87932193,0.81699806,raw_audio,0.95,0.07400000000000001,128000,True,False,15.706075
gun_shot,gun_shot,gun_shot,0.8221473,0.7428367,raw_audio,0.95,0.07400000000000001,128000,True,False,12.367644
gun_shot,gun_shot,gun_shot,0.78744155,0.6730833,raw_audio,0.95,0.07400000000000001,128000,True,False,13.1240835
gun_shot,gun_shot,gun_shot,0.7577516,0.6307544,raw_audio,0.95,0.07400000000000001,128000,True,False,12.970496
gun_shot,gun_shot,gun_shot,0.75712943,0.62897,raw_audio,0.95,0.07400000000000001,128000,True,False,12.896913
gun_shot,gun_shot,gun_shot,0.86237705,0.7905604,raw_audio,0.95,0.07400000000000001,128000,True,False,13.256838
gun_shot,gun_shot,gun_shot,0.8031225,0.69862926,raw_audio,0.95,0.07400000000000001,128000,True,False,13.048871
gun_shot,gun_shot,gun_shot,0.7855567,0.6759067,raw_audio,0.95,0.07400000000000001,128000,True,False,12.991762
gun_shot,gun_shot,gun_shot,0.7955046,0.6933362,raw_audio,0.95,0.07400000000000001,128000,True,False,13.056524
gun_shot,gun_shot,gun_shot,0.8545485,0.7834799,raw_audio,0.95,0.07400000000000001,128000,True,False,12.986282
gun_shot,gun_shot,gun_shot,0.6116239,0.4483795,raw_audio,0.95,0.07400000000000001,128000,True,False,11.878243
gun_shot,gun_shot,gun_shot,0.8058691,0.7345898,raw_audio,0.95,0.07400000000000001,128000,True,False,12.133098
siren,siren,siren,0.26459774,0.053697616,raw_audio,0.95,0.07100000000000001,128000,True,False,13.53067
siren,siren,siren,0.5034838,0.33961,raw_audio,0.95,0.07100000000000001,128000,True,False,14.610225
siren,siren,siren,0.89025456,0.8401744,raw_audio,0.95,0.07100000000000001,128000,True,False,19.415703
siren,siren,siren,0.7223633,0.6418458,raw_audio,0.95,0.07100000000000001,128000,True,False,16.055319
siren,siren,siren,0.35793433,0.09794122,raw_audio,0.95,0.07100000000000001,128000,True,False,15.280471
siren,jackhammer,siren,0.35877424,0.12311663,raw_audio,0.946,0.05,128000,True,False,14.945382
siren,siren,siren,0.28365988,0.00986889,raw_audio,0.95,0.07100000000000001,128000,True,False,14.220016
siren,siren,siren,0.53809935,0.42007768,raw_audio,0.95,0.07100000000000001,128000,True,False,14.969747
siren,siren,siren,0.82340384,0.77832603,raw_audio,0.95,0.07100000000000001,128000,True,False,17.769312
siren,siren,siren,0.76317376,0.6922821,raw_audio,0.95,0.07100000000000001,128000,True,False,25.258366
siren,siren,siren,0.8607126,0.80082494,raw_audio,0.95,0.07100000000000001,128000,True,False,23.048038
siren,siren,siren,0.97588366,0.95377797,alert_only,0.95,0.07100000000000001,64,False,False,26.411314
siren,siren,siren,0.7661976,0.55448526,raw_audio,0.95,0.07100000000000001,128000,True,False,25.174309
siren,siren,siren,0.7079158,0.5222397,raw_audio,0.95,0.07100000000000001,128000,True,False,22.945082
siren,siren,siren,0.6651154,0.42867643,raw_audio,0.95,0.07100000000000001,128000,True,False,22.288483
jackhammer,jackhammer,jackhammer,0.53923404,0.3743471,raw_audio,0.946,0.05,128000,True,False,13.526875
jackhammer,jackhammer,jackhammer,0.78926754,0.69709694,raw_audio,0.946,0.05,128000,True,False,17.594028
jackhammer,jackhammer,jackhammer,0.7143509,0.575332,raw_audio,0.946,0.05,128000,True,False,17.200048
jackhammer,dog_bark,jackhammer,0.25433704,0.004456848,raw_audio,0.946,0.05,128000,True,False,14.067955
jackhammer,jackhammer,jackhammer,0.5367956,0.4070441,raw_audio,0.946,0.05,128000,True,False,13.91475
jackhammer,jackhammer,jackhammer,0.713505,0.57411563,raw_audio,0.946,0.05,128000,True,False,19.446712
jackhammer,jackhammer,jackhammer,0.6948208,0.56052125,raw_audio,0.946,0.05,128000,True,False,17.210108
jackhammer,jackhammer,jackhammer,0.5628184,0.37562752,raw_audio,0.946,0.05,128000,True,False,15.841338
jackhammer,jackhammer,jackhammer,0.58553094,0.42162395,raw_audio,0.946,0.05,128000,True,False,15.369142
jackhammer,jackhammer,jackhammer,0.84927046,0.8048265,raw_audio,0.946,0.05,128000,True,False,20.064259
jackhammer,jackhammer,jackhammer,0.91009295,0.8837484,raw_audio,0.946,0.05,128000,True,False,21.68649
jackhammer,jackhammer,jackhammer,0.7789508,0.6982046,raw_audio,0.946,0.05,128000,True,False,18.527674
jackhammer,jackhammer,jackhammer,0.7474942,0.67969584,raw_audio,0.946,0.05,128000,True,False,16.374657
jackhammer,jackhammer,jackhammer,0.7209472,0.62962466,raw_audio,0.946,0.05,128000,True,False,15.044321
