true_label,edge_pred,final_pred,confidence,top2_margin,route,threshold_used,raw_threshold_used,transmitted_bytes,used_cloud,priority_weight,false_positive_cost,embedding_l2,embedding_dim
car_horn,car_horn,car_horn,0.97438306,0.96434724,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3948052,128
gun_shot,dog_bark,drilling,0.2860889,0.15629235,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7146475,128
car_horn,car_horn,car_horn,0.9738635,0.96358746,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.397083,128
children_playing,children_playing,children_playing,0.6111744,0.4584173,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.7937148,128
air_conditioner,air_conditioner,air_conditioner,0.990426,0.98690474,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9109416,128
siren,dog_bark,siren,0.23120078,0.10946495,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4233668,128
jackhammer,dog_bark,jackhammer,0.2607298,0.13038985,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5370314,128
children_playing,children_playing,children_playing,0.6138898,0.46060312,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.818965,128
drilling,drilling,drilling,0.29927808,0.02474299,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2840164,128
street_music,dog_bark,air_conditioner,0.2229014,0.103678554,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3815997,128
children_playing,children_playing,children_playing,0.6133165,0.46159914,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8090706,128
street_music,dog_bark,street_music,0.22651343,0.10845766,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3931044,128
jackhammer,dog_bark,jackhammer,0.26216984,0.13196085,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5335863,128
jackhammer,dog_bark,dog_bark,0.26513255,0.13149217,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5429244,128
engine_idling,dog_bark,engine_idling,0.30881247,0.15235977,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9350134,128
siren,dog_bark,siren,0.22819574,0.10541419,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4169627,128
street_music,dog_bark,street_music,0.22403663,0.102926515,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3851122,128
children_playing,children_playing,children_playing,0.6109454,0.4584992,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.7959943,128
siren,dog_bark,siren,0.22846694,0.10299176,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.423532,128
gun_shot,dog_bark,gun_shot,0.2838903,0.15193632,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7140965,128
children_playing,children_playing,children_playing,0.61303234,0.46154147,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8167534,128
children_playing,children_playing,children_playing,0.60828906,0.45704347,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8116047,128
street_music,dog_bark,street_music,0.2286787,0.10953568,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3930814,128
car_horn,car_horn,car_horn,0.9751558,0.96539,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4246135,128
dog_bark,dog_bark,dog_bark,0.58042294,0.45331782,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.454762,128
street_music,dog_bark,street_music,0.22755308,0.110224836,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.387674,128
drilling,drilling,drilling,0.2969811,0.022917688,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.284619,128
siren,dog_bark,siren,0.22552194,0.105401106,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4216826,128
street_music,dog_bark,street_music,0.22331162,0.1063822,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3923393,128
air_conditioner,air_conditioner,air_conditioner,0.9904544,0.98691267,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9103644,128
air_conditioner,air_conditioner,air_conditioner,0.9905218,0.9870945,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9170754,128
jackhammer,dog_bark,jackhammer,0.26409394,0.13204065,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5440245,128
children_playing,children_playing,children_playing,0.6182473,0.46883065,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8134248,128
dog_bark,dog_bark,dog_bark,0.5843704,0.4607129,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4614184,128
gun_shot,dog_bark,gun_shot,0.28624377,0.15473115,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7184775,128
jackhammer,dog_bark,air_conditioner,0.26976722,0.13845044,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5459106,128
drilling,drilling,drilling,0.2918584,0.014486879,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2971044,128
gun_shot,dog_bark,gun_shot,0.28593898,0.15601718,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7133511,128
jackhammer,dog_bark,children_playing,0.26385775,0.13167188,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5357234,128
street_music,dog_bark,street_music,0.22526617,0.10458171,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.391346,128
street_music,dog_bark,street_music,0.22920473,0.10901425,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3884646,128
air_conditioner,air_conditioner,air_conditioner,0.9903015,0.9867611,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9127014,128
dog_bark,dog_bark,dog_bark,0.58377457,0.4585169,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4658,128
car_horn,car_horn,car_horn,0.97447246,0.9644866,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4027054,128
air_conditioner,air_conditioner,air_conditioner,0.99063265,0.9872134,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9246745,128
jackhammer,dog_bark,jackhammer,0.26223636,0.1314237,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5453303,128
siren,dog_bark,siren,0.22752522,0.103160955,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.420017,128
dog_bark,dog_bark,dog_bark,0.57700527,0.44817957,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4569776,128
air_conditioner,air_conditioner,air_conditioner,0.9908601,0.9875356,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9318063,128
air_conditioner,air_conditioner,air_conditioner,0.9902204,0.98666334,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.907396,128
siren,dog_bark,dog_bark,0.22931969,0.10818821,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4226335,128
air_conditioner,air_conditioner,air_conditioner,0.9903709,0.9868788,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9201524,128
gun_shot,dog_bark,gun_shot,0.27931222,0.14524573,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7065604,128
dog_bark,dog_bark,dog_bark,0.58240235,0.45555702,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4639452,128
engine_idling,dog_bark,siren,0.31427908,0.16731855,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9261116,128
dog_bark,dog_bark,dog_bark,0.580082,0.45303515,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.45024,128
gun_shot,dog_bark,car_horn,0.28598803,0.15467861,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7212464,128
jackhammer,dog_bark,jackhammer,0.25888827,0.12748988,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5327202,128
street_music,dog_bark,drilling,0.22781783,0.1094904,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.389688,128
engine_idling,dog_bark,engine_idling,0.3125363,0.16033152,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9289024,128
drilling,drilling,drilling,0.29187322,0.017990679,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2785535,128
jackhammer,dog_bark,jackhammer,0.2630149,0.13183586,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5438604,128
car_horn,car_horn,car_horn,0.97393304,0.96367425,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3971257,128
street_music,dog_bark,air_conditioner,0.22955012,0.11069496,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3837614,128
street_music,dog_bark,street_music,0.22683316,0.106847145,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3883567,128
air_conditioner,air_conditioner,air_conditioner,0.99060655,0.9872179,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.916728,128
children_playing,children_playing,children_playing,0.6083027,0.4552666,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8111558,128
children_playing,children_playing,children_playing,0.6112128,0.45811808,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.7969897,128
drilling,drilling,drilling,0.29991698,0.024649173,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2840922,128
car_horn,car_horn,car_horn,0.9739119,0.96372694,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3954854,128
dog_bark,dog_bark,dog_bark,0.5801788,0.4537051,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4504578,128
jackhammer,dog_bark,street_music,0.26520172,0.13438512,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5443372,128
siren,dog_bark,siren,0.22605443,0.10310061,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4202867,128
jackhammer,dog_bark,jackhammer,0.2615729,0.13292554,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5425601,128
air_conditioner,air_conditioner,air_conditioner,0.99073505,0.9873268,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9246233,128
gun_shot,dog_bark,gun_shot,0.28231907,0.15019114,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7179996,128
drilling,drilling,drilling,0.2939865,0.02111265,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.279647,128
engine_idling,dog_bark,gun_shot,0.31081283,0.1558871,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9343442,128
jackhammer,dog_bark,jackhammer,0.26540184,0.134524,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5487585,128
air_conditioner,air_conditioner,air_conditioner,0.990476,0.9869816,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9177797,128
car_horn,car_horn,car_horn,0.9745496,0.96451163,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4010448,128
drilling,drilling,drilling,0.30009708,0.030258954,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.275083,128
gun_shot,dog_bark,gun_shot,0.28661597,0.15661998,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7228096,128
children_playing,children_playing,children_playing,0.61275303,0.45855042,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8005939,128
street_music,dog_bark,drilling,0.22479711,0.10456561,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3883262,128
street_music,dog_bark,street_music,0.22753845,0.10928387,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3818954,128
car_horn,car_horn,car_horn,0.9736839,0.9634378,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3888016,128
car_horn,car_horn,car_horn,0.972841,0.96222246,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3773296,128
car_horn,car_horn,car_horn,0.9732134,0.962718,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3898785,128
street_music,dog_bark,street_music,0.22912326,0.10811681,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3860749,128
jackhammer,dog_bark,jackhammer,0.26131347,0.13379413,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5375189,128
car_horn,car_horn,car_horn,0.97572464,0.9661628,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4239473,128
air_conditioner,air_conditioner,air_conditioner,0.9901301,0.98653406,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9014142,128
engine_idling,dog_bark,engine_idling,0.31348136,0.16302906,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9253777,128
jackhammer,dog_bark,jackhammer,0.2634177,0.13385594,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5374911,128
car_horn,car_horn,car_horn,0.9745753,0.964639,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4085135,128
dog_bark,dog_bark,dog_bark,0.57527655,0.44282246,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4569817,128
siren,dog_bark,drilling,0.22911674,0.10584052,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4261447,128
gun_shot,dog_bark,gun_shot,0.28560317,0.15356998,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7153682,128
children_playing,children_playing,children_playing,0.61713606,0.467267,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.829975,128
air_conditioner,air_conditioner,air_conditioner,0.99058,0.98708403,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9260702,128
air_conditioner,air_conditioner,air_conditioner,0.99046445,0.9869452,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9040983,128
siren,dog_bark,siren,0.22820702,0.10619462,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4235967,128
dog_bark,dog_bark,dog_bark,0.5765448,0.4507524,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4521945,128
street_music,dog_bark,siren,0.23120165,0.11224313,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4026132,128
air_conditioner,air_conditioner,air_conditioner,0.99011606,0.98650056,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.8932629,128
car_horn,car_horn,car_horn,0.97423786,0.96416384,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3997278,128
children_playing,children_playing,children_playing,0.6144163,0.46506804,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8120773,128
engine_idling,dog_bark,siren,0.31438854,0.16950387,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9210817,128
siren,dog_bark,siren,0.23103039,0.10504633,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4262191,128
dog_bark,dog_bark,dog_bark,0.58126056,0.45545256,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4522173,128
gun_shot,dog_bark,gun_shot,0.28769892,0.15599784,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7293806,128
dog_bark,dog_bark,dog_bark,0.58068365,0.45215464,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4519806,128
jackhammer,dog_bark,jackhammer,0.26168707,0.1301172,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5375785,128
children_playing,children_playing,children_playing,0.6121772,0.46029615,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.7998269,128
dog_bark,dog_bark,dog_bark,0.582548,0.4568207,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4607723,128
siren,dog_bark,jackhammer,0.22753102,0.10830131,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.421058,128
gun_shot,dog_bark,gun_shot,0.28025925,0.14791487,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7187054,128
engine_idling,dog_bark,air_conditioner,0.31082815,0.16039357,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9232609,128
siren,dog_bark,jackhammer,0.22413824,0.10170898,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4181626,128
car_horn,car_horn,car_horn,0.9745501,0.96462256,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.4029024,128
car_horn,car_horn,car_horn,0.97642285,0.9671907,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.439014,128
jackhammer,dog_bark,gun_shot,0.26077396,0.12901239,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5396631,128
air_conditioner,air_conditioner,air_conditioner,0.99080735,0.9874752,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9279332,128
children_playing,children_playing,children_playing,0.621174,0.4718058,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8148468,128
street_music,dog_bark,car_horn,0.22715507,0.10814801,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3918104,128
children_playing,children_playing,children_playing,0.6116127,0.46023238,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.816099,128
dog_bark,dog_bark,dog_bark,0.5680933,0.43271494,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4502354,128
siren,dog_bark,drilling,0.22911583,0.1035703,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.422612,128
siren,dog_bark,siren,0.22202636,0.100688845,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.412091,128
car_horn,car_horn,car_horn,0.97364175,0.963312,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.388421,128
children_playing,children_playing,children_playing,0.6147114,0.46504173,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8022852,128
engine_idling,dog_bark,drilling,0.3161139,0.16703995,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9254353,128
air_conditioner,air_conditioner,air_conditioner,0.9905442,0.9870915,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.920502,128
air_conditioner,air_conditioner,air_conditioner,0.98971915,0.9859817,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.888404,128
gun_shot,dog_bark,gun_shot,0.28247783,0.14784306,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7292529,128
drilling,drilling,drilling,0.30224997,0.03205353,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2869585,128
siren,dog_bark,siren,0.22852302,0.10816949,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4219186,128
street_music,dog_bark,siren,0.22587658,0.10613693,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.389904,128
dog_bark,dog_bark,dog_bark,0.5846648,0.4582731,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4703014,128
dog_bark,dog_bark,dog_bark,0.59059364,0.47040445,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4615874,128
dog_bark,dog_bark,dog_bark,0.5838432,0.45744327,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4661064,128
siren,dog_bark,jackhammer,0.22782959,0.10525919,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.418378,128
street_music,dog_bark,jackhammer,0.22798307,0.1095287,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3919828,128
drilling,drilling,drilling,0.3017221,0.032050014,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.2862046,128
street_music,dog_bark,air_conditioner,0.22586006,0.107774675,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.387613,128
dog_bark,dog_bark,dog_bark,0.58083826,0.45328268,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4617856,128
siren,dog_bark,children_playing,0.2283932,0.103542656,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4195013,128
air_conditioner,air_conditioner,air_conditioner,0.98949254,0.98574704,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.887167,128
children_playing,children_playing,children_playing,0.61395526,0.46159562,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8105884,128
gun_shot,dog_bark,gun_shot,0.285398,0.15415984,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7210788,128
street_music,dog_bark,street_music,0.2290973,0.113823175,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3949261,128
dog_bark,dog_bark,dog_bark,0.5782648,0.44551486,raw_audio,0.55,0.55,128000,True,1.0,0.9,2.4711182,128
engine_idling,dog_bark,engine_idling,0.30969167,0.16262339,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9214627,128
jackhammer,dog_bark,jackhammer,0.26336956,0.12764083,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5381325,128
street_music,dog_bark,street_music,0.22737141,0.10940032,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3927004,128
children_playing,children_playing,children_playing,0.6087501,0.45467147,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.807903,128
air_conditioner,air_conditioner,air_conditioner,0.99086,0.9874812,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9375432,128
gun_shot,dog_bark,gun_shot,0.28236106,0.15108395,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7184879,128
gun_shot,dog_bark,gun_shot,0.2850866,0.15131782,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7164779,128
street_music,dog_bark,street_music,0.22772714,0.10918436,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3915942,128
siren,dog_bark,siren,0.22576042,0.10244912,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4220123,128
street_music,dog_bark,street_music,0.22461256,0.10248598,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.3844658,128
siren,dog_bark,siren,0.22880442,0.10714804,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.4205166,128
drilling,drilling,drilling,0.29036754,0.013845712,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.276066,128
car_horn,car_horn,car_horn,0.9734822,0.96310043,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.391768,128
children_playing,children_playing,children_playing,0.617424,0.4660109,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.812029,128
car_horn,car_horn,car_horn,0.9732539,0.96287817,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3836255,128
engine_idling,dog_bark,gun_shot,0.3082346,0.15408495,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9255562,128
air_conditioner,air_conditioner,air_conditioner,0.990122,0.98650324,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.8970969,128
engine_idling,dog_bark,engine_idling,0.31311896,0.15576173,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9363658,128
children_playing,children_playing,children_playing,0.6152776,0.46152106,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.7991097,128
gun_shot,dog_bark,gun_shot,0.28386095,0.15346843,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7202821,128
car_horn,car_horn,car_horn,0.9736484,0.96335924,raw_audio,0.55,0.55,128000,True,1.1,1.1,3.3821201,128
children_playing,children_playing,children_playing,0.61230314,0.4604386,raw_audio,0.55,0.55,128000,True,0.7,0.6,2.8020494,128
engine_idling,dog_bark,engine_idling,0.30918613,0.15755406,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.9224118,128
gun_shot,dog_bark,gun_shot,0.28536785,0.15389901,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.7143832,128
air_conditioner,air_conditioner,air_conditioner,0.99057406,0.98714525,raw_audio,0.55,0.55,128000,True,0.8,0.7,3.9271967,128
drilling,drilling,drilling,0.29639515,0.019210339,raw_audio,0.55,0.55,128000,True,0.9,0.8,2.279939,128
jackhammer,dog_bark,jackhammer,0.26822296,0.13893028,raw_audio,0.55,0.55,128000,True,1.0,0.9,1.5460385,128
